KanbanID,Part No.,Part ID,Create_date
4189366,XX1700B504,504,29/09/2021 9:52
4189367,XX1700B504,504,29/09/2021 9:52
4270659,XX1700B488,488,29/09/2021 9:52
4270660,XX1700B488,488,29/09/2021 9:52
4270661,XX1700B488,488,29/09/2021 9:52
4270662,XX1700B488,488,29/09/2021 9:52
4270663,XX1700B488,488,29/09/2021 9:52
4270664,XX1700B488,488,29/09/2021 9:52
4270665,XX1700B488,488,29/09/2021 9:52
4270666,XX1700B488,488,29/09/2021 9:52
4270667,XX1700B488,488,29/09/2021 9:52
4270668,XX1700B488,488,29/09/2021 9:52
4270669,XX1700B488,488,29/09/2021 9:52
4270670,XX1700B488,488,29/09/2021 9:52
4270671,XX1700B488,488,29/09/2021 9:52
4270672,XX1700B488,488,29/09/2021 9:52
4270673,XX1700B488,488,29/09/2021 9:52
4270674,XX1700B488,488,29/09/2021 9:52
4270675,XX1700B488,488,29/09/2021 9:52
4270676,XX1700B488,488,29/09/2021 9:52
4593684,XX1700B588,588,29/09/2021 9:52
4593685,XX1700B588,588,29/09/2021 9:52
4593686,XX1700B588,588,29/09/2021 9:52
4593692,XX1700B588,588,29/09/2021 9:52
4593693,XX1700B588,588,29/09/2021 9:52
4593694,XX1700B588,588,29/09/2021 9:52
4593695,XX1700B588,588,29/09/2021 9:52
4593696,XX1700B588,588,29/09/2021 9:52
4593697,XX1700B588,588,29/09/2021 9:52
4593698,XX1700B588,588,29/09/2021 9:52
4593699,XX1700B588,588,29/09/2021 9:52
4593700,XX1700B588,588,29/09/2021 9:52
4593701,XX1700B588,588,29/09/2021 9:52
4593702,XX1700B588,588,29/09/2021 9:52
4593703,XX1700B588,588,29/09/2021 9:52
4593704,XX1700B588,588,29/09/2021 9:52
4593705,XX1700B588,588,29/09/2021 9:52
4593706,XX1700B588,588,29/09/2021 9:52
4593707,XX1700B588,588,29/09/2021 9:52
4593708,XX1700B588,588,29/09/2021 9:52
4593709,XX1700B588,588,29/09/2021 9:52
5011969,X1700B024V,024,29/09/2021 9:52
5011990,X1700B024V,024,29/09/2021 9:52
5011991,X1700B024V,024,29/09/2021 9:52
5011992,X1700B024V,024,29/09/2021 9:52
5011993,X1700B024V,024,29/09/2021 9:52
5011994,X1700B024V,024,29/09/2021 9:52
5011995,X1700B024V,024,29/09/2021 9:52
5011996,X1700B024V,024,29/09/2021 9:52
5011997,X1700B024V,024,29/09/2021 9:52
5011998,X1700B024V,024,29/09/2021 9:52
5011999,X1700B024V,024,29/09/2021 9:52
5012000,X1700B024V,024,29/09/2021 9:52
5012001,X1700B024V,024,29/09/2021 9:52
5012002,X1700B024V,024,29/09/2021 9:52
5012003,X1700B024V,024,29/09/2021 9:52
5012004,X1700B024V,024,29/09/2021 9:52
5012005,X1700B024V,024,29/09/2021 9:52
5012006,X1700B024V,024,29/09/2021 9:52
5012007,X1700B024V,024,29/09/2021 9:52
5012008,X1700B024V,024,29/09/2021 9:52
5012009,X1700B024V,024,29/09/2021 9:52
540165,XMN120089V,089,29/09/2021 9:52
540166,XMN120089V,089,29/09/2021 9:52
540167,XMN120089V,089,29/09/2021 9:52
540168,XMN120089V,089,29/09/2021 9:52
540169,XMN120089V,089,29/09/2021 9:52
540170,XMN120089V,089,29/09/2021 9:52
540171,XMN120089V,089,29/09/2021 9:52
540172,XMN120089V,089,29/09/2021 9:52
540173,XMN120089V,089,29/09/2021 9:52
540174,XMN120089V,089,29/09/2021 9:52
540175,XMN120089V,089,29/09/2021 9:52
540176,XMN120089V,089,29/09/2021 9:52
540177,XMN120089V,089,29/09/2021 9:52
540178,XMN120089V,089,29/09/2021 9:52
540179,XMN120089V,089,29/09/2021 9:52
540180,XMN120089V,089,29/09/2021 9:52
540181,XMN120089V,089,29/09/2021 9:52
540182,XMN120089V,089,29/09/2021 9:52
540183,XMN120089V,089,29/09/2021 9:52
540184,XMN120089V,089,29/09/2021 9:52
540185,XMN120089V,089,29/09/2021 9:52
540186,XMN120089V,089,29/09/2021 9:52
540187,XMN120089V,089,29/09/2021 9:52
540188,XMN120089V,089,29/09/2021 9:52
540189,XMN120089V,089,29/09/2021 9:52
540190,XMN120089V,089,29/09/2021 9:52
540191,XMN120089V,089,29/09/2021 9:52
540192,XMN120089V,089,29/09/2021 9:52
540193,XMN120089V,089,29/09/2021 9:52
540194,XMN120089V,089,29/09/2021 9:52
540195,XMN120089V,089,29/09/2021 9:52
540196,XMN120089V,089,29/09/2021 9:52
540197,XMN120089V,089,29/09/2021 9:52
540198,XMN120089V,089,29/09/2021 9:52
540199,XMN120089V,089,29/09/2021 9:52
540200,XMN120089V,089,29/09/2021 9:52
540201,XMN120089V,089,29/09/2021 9:52
540202,XMN120089V,089,29/09/2021 9:52
540203,XMN120089V,089,29/09/2021 9:52
540204,XMN120089V,089,29/09/2021 9:52
540205,XMN120089V,089,29/09/2021 9:52
540206,XMN120089V,089,29/09/2021 9:52
540207,XMN120089V,089,29/09/2021 9:52
540208,XMN120089V,089,29/09/2021 9:52
540209,XMN120089V,089,29/09/2021 9:52
540210,XMN120089V,089,29/09/2021 9:52
540211,XMN120089V,089,29/09/2021 9:52
540212,XMN120089V,089,29/09/2021 9:52
540213,XMN120089V,089,29/09/2021 9:52
540214,XMN120089V,089,29/09/2021 9:52
540215,XMN120089V,089,29/09/2021 9:52
540216,XMN120089V,089,29/09/2021 9:52
540217,XMN120089V,089,29/09/2021 9:52
540218,XMN120089V,089,29/09/2021 9:52
540219,XMN120089V,089,29/09/2021 9:52
540220,XMN120089V,089,29/09/2021 9:52
540221,XMN120089V,089,29/09/2021 9:52
540222,XMN120089V,089,29/09/2021 9:52
540223,XMN120089V,089,29/09/2021 9:52
540224,XMN120089V,089,29/09/2021 9:52
540285,X1700A571V,571,29/09/2021 9:52
540286,X1700A571V,571,29/09/2021 9:52
540287,X1700A571V,571,29/09/2021 9:52
540288,X1700A571V,571,29/09/2021 9:52
540289,X1700A571V,571,29/09/2021 9:52
540290,X1700A571V,571,29/09/2021 9:52
540291,X1700A571V,571,29/09/2021 9:52
540292,X1700A571V,571,29/09/2021 9:52
540293,X1700A571V,571,29/09/2021 9:52
540294,X1700A571V,571,29/09/2021 9:52
540295,X1700A571V,571,29/09/2021 9:52
540296,X1700A571V,571,29/09/2021 9:52
540297,X1700A571V,571,29/09/2021 9:52
540298,X1700A571V,571,29/09/2021 9:52
540299,X1700A571V,571,29/09/2021 9:52
540300,X1700A571V,571,29/09/2021 9:52
540301,X1700A571V,571,29/09/2021 9:52
540302,X1700A571V,571,29/09/2021 9:52
540303,X1700A571V,571,29/09/2021 9:52
540304,X1700A571V,571,29/09/2021 9:52
540305,X1700A571V,571,29/09/2021 9:52
540306,X1700A571V,571,29/09/2021 9:52
540307,X1700A571V,571,29/09/2021 9:52
540308,X1700A571V,571,29/09/2021 9:52
540309,X1700A571V,571,29/09/2021 9:52
540310,X1700A571V,571,29/09/2021 9:52
540311,X1700A571V,571,29/09/2021 9:52
540312,X1700A571V,571,29/09/2021 9:52
540313,X1700A571V,571,29/09/2021 9:52
540314,X1700A571V,571,29/09/2021 9:52
540315,X1700A571V,571,29/09/2021 9:52
540316,X1700A571V,571,29/09/2021 9:52
540317,X1700A571V,571,29/09/2021 9:52
540318,X1700A571V,571,29/09/2021 9:52
540319,X1700A571V,571,29/09/2021 9:52
540320,X1700A571V,571,29/09/2021 9:52
540321,X1700A571V,571,29/09/2021 9:52
540322,X1700A571V,571,29/09/2021 9:52
540323,X1700A571V,571,29/09/2021 9:52
540324,X1700A571V,571,29/09/2021 9:52
540325,X1700A571V,571,29/09/2021 9:52
540326,X1700A571V,571,29/09/2021 9:52
540327,X1700A571V,571,29/09/2021 9:52
540328,X1700A571V,571,29/09/2021 9:52
540329,X1700A571V,571,29/09/2021 9:52
540330,X1700A571V,571,29/09/2021 9:52
540331,X1700A571V,571,29/09/2021 9:52
540332,X1700A571V,571,29/09/2021 9:52
